0.28125,0,0.10964,0.22116,0.33649,0.45775,0.58731,0.72809,0.88411,1.06241,1.22723,1.34256,1.41466,1.44617,1.43796,1.38945,1.29829,1.15853,1.00651,0.87833,0.76732,0.66987,0.58355,0.50648,0.43715,0.37432,0.3169,0.26397,0.21471,0.1684,0.12437,0.082,0.04073,0
0.3125,0,0.11693,0.23604,0.35966,0.49033,0.63108,0.78565,0.959,1.15802,1.34256,1.47218,1.55275,1.5875,1.57755,1.52208,1.41818,1.26029,1.0892,0.94541,0.82246,0.71581,0.62222,0.53925,0.46499,0.39791,0.33675,0.28046,0.2281,0.1789,0.13212,0.08712,0.04327,0
0.34375,0,0.12204,0.24647,0.37583,0.51296,0.66122,0.82473,1.00864,1.21922,1.41466,1.55275,1.63866,1.67558,1.66466,1.60505,1.49389,1.32636,1.14499,0.99199,0.8615,0.74882,0.65037,0.56337,0.48569,0.41561,0.35177,0.29301,0.23836,0.18698,0.13812,0.09108,0.04525,0
0.375,0,0.12479,0.25203,0.38432,0.52458,0.67628,0.84361,1.03173,1.24669,1.44617,1.5875,1.67558,1.71351,1.70245,1.64157,1.52806,1.35738,1.17256,1.01627,0.8829,0.76775,0.66715,0.57825,0.49882,0.42712,0.36173,0.30148,0.24537,0.19256,0.14228,0.09385,0.04663,0
0.40625,0,0.12512,0.2526,0.38492,0.5249,0.67586,0.84188,1.02809,1.24073,1.43796,1.57755,1.66466,1.70245,1.6921,1.63274,1.52154,1.35366,1.17168,1.01782,0.88624,0.77227,0.67235,0.58373,0.50429,0.43237,0.36658,0.30581,0.2491,0.19562,0.14461,0.09543,0.04742,0
0.4375,0,0.12313,0.24836,0.37794,0.51436,0.66054,0.82017,0.99816,1.20131,1.38945,1.52208,1.60505,1.64157,1.63274,1.57778,1.47376,1.31517,1.14284,0.9973,0.87214,0.76289,0.66633,0.58009,0.50231,0.4315,0.36644,0.30611,0.24962,0.1962,0.14514,0.09582,0.04763,0
0.46875,0,0.11904,0.23983,0.36421,0.49416,0.63197,0.78043,0.94346,1.12803,1.29829,1.41818,1.49389,1.52806,1.52154,1.47376,1.3824,1.24155,1.0876,0.95674,0.84235,0.74093,0.65009,0.56806,0.4934,0.42492,0.36161,0.30259,0.24709,0.19442,0.14394,0.09508,0.04728,0
0.5,0,0.1132,0.22773,0.34494,0.4662,0.59291,0.72652,0.86847,1.02018,1.15853,1.26029,1.32636,1.35738,1.35366,1.31517,1.24155,1.13215,1.01053,0.9001,0.79978,0.70846,0.6251,0.5487,0.47834,0.41319,0.35249,0.29555,0.24173,0.19044,0.14114,0.09329,0.04641,0
0.53125,0,0.10604,0.21297,0.32163,0.43278,0.54695,0.66427,0.78372,0.90123,1.00651,1.0892,1.14499,1.17256,1.17168,1.14284,1.0876,1.01053,0.92227,0.83336,0.7482,0.66805,0.59316,0.5233,0.45808,0.39703,0.33964,0.28541,0.23385,0.1845,0.13687,0.09054,0.04506,0
0.5625,0,0.09799,0.19646,0.2958,0.39626,0.49771,0.59946,0.69963,0.7945,0.87833,0.94541,0.99199,1.01627,1.01782,0.9973,0.95674,0.9001,0.83336,0.76248,0.69144,0.62234,0.55615,0.49325,0.43365,0.3772,0.32362,0.2726,0.22378,0.17681,0.13132,0.08694,0.04328,0
0.59375,0,0.08945,0.17904,0.26882,0.35864,0.44801,0.53589,0.62044,0.69879,0.76732,0.82246,0.8615,0.8829,0.88624,0.87214,0.84235,0.79978,0.7482,0.69144,0.63255,0.5736,0.51582,0.45987,0.40607,0.35448,0.30503,0.25757,0.21187,0.16766,0.12467,0.0826,0.04114,0
0.625,0,0.08076,0.1614,0.24173,0.32138,0.39966,0.4755,0.54729,0.6129,0.66987,0.71581,0.74882,0.76775,0.77227,0.76289,0.74093,0.70846,0.66805,0.62234,0.5736,0.52362,0.47359,0.42431,0.37624,0.3296,0.28446,0.24078,0.19845,0.15728,0.11709,0.07764,0.03869,0
0.65625,0,0.07217,0.14405,0.21529,0.2854,0.35366,0.41905,0.48026,0.53567,0.58355,0.62222,0.65037,0.66715,0.67235,0.66633,0.65009,0.6251,0.59316,0.55615,0.51582,0.47359,0.43056,0.38751,0.34495,0.3032,0.26242,0.22264,0.18385,0.14593,0.10877,0.07218,0.03599,0
0.6875,0,0.06384,0.12731,0.18995,0.25124,0.31046,0.36674,0.41899,0.466,0.50648,0.53925,0.56337,0.57825,0.58373,0.58009,0.56806,0.5487,0.5233,0.49325,0.45987,0.42431,0.38751,0.35018,0.31283,0.27582,0.23935,0.20352,0.16836,0.13383,0.09986,0.06632,0.03308,0
0.71875,0,0.0559,0.11137,0.16595,0.2191,0.27018,0.31843,0.36297,0.40286,0.43715,0.46499,0.48569,0.49882,0.50429,0.50231,0.4934,0.47834,0.45808,0.43365,0.40607,0.37624,0.34495,0.31283,0.28036,0.24788,0.21562,0.18372,0.15224,0.12118,0.09051,0.06015,0.03002,0
0.75,0,0.04837,0.0963,0.14336,0.18902,0.23272,0.27381,0.31159,0.34533,0.37432,0.39791,0.41561,0.42712,0.43237,0.4315,0.42492,0.41319,0.39703,0.3772,0.35448,0.3296,0.3032,0.27582,0.24788,0.21971,0.19152,0.16349,0.13568,0.10813,0.08084,0.05376,0.02684,0
0.78125,0,0.04126,0.08212,0.12214,0.16088,0.19785,0.23249,0.26426,0.29258,0.3169,0.33675,0.35177,0.36173,0.36658,0.36644,0.36161,0.35249,0.33964,0.32362,0.30503,0.28446,0.26242,0.23935,0.21562,0.19152,0.16727,0.14302,0.11885,0.09482,0.07095,0.04721,0.02358,0
0.8125,0,0.03456,0.06875,0.1022,0.13452,0.16529,0.19406,0.22039,0.24383,0.26397,0.28046,0.29301,0.30148,0.30581,0.30611,0.30259,0.29555,0.28541,0.2726,0.25757,0.24078,0.22264,0.20352,0.18372,0.16349,0.14302,0.12245,0.10188,0.08136,0.06092,0.04056,0.02026,0
0.84375,0,0.02822,0.05612,0.0834,0.10971,0.13471,0.15806,0.1794,0.19839,0.21471,0.2281,0.23836,0.24537,0.2491,0.24962,0.24709,0.24173,0.23385,0.22378,0.21187,0.19845,0.18385,0.16836,0.15224,0.13568,0.11885,0.10188,0.08485,0.06781,0.05081,0.03384,0.01691,0
0.875,0,0.02219,0.04413,0.06555,0.0862,0.1058,0.12408,0.14078,0.15563,0.1684,0.1789,0.18698,0.19256,0.19562,0.1962,0.19442,0.19044,0.1845,0.17681,0.16766,0.15728,0.14593,0.13383,0.12118,0.10813,0.09482,0.08136,0.06781,0.05424,0.04066,0.02709,0.01354,0
0.90625,0,0.01642,0.03264,0.04848,0.06374,0.0782,0.09169,0.104,0.11494,0.12437,0.13212,0.13812,0.14228,0.14461,0.14514,0.14394,0.14114,0.13687,0.13132,0.12467,0.11709,0.10877,0.09986,0.09051,0.08084,0.07095,0.06092,0.05081,0.04066,0.03049,0.02032,0.01016,0
0.9375,0,0.01084,0.02155,0.032,0.04206,0.05159,0.06048,0.06858,0.07579,0.082,0.08712,0.09108,0.09385,0.09543,0.09582,0.09508,0.09329,0.09054,0.08694,0.0826,0.07764,0.07218,0.06632,0.06015,0.05376,0.04721,0.04056,0.03384,0.02709,0.02032,0.01355,0.00677,0
0.96875,0,0.00539,0.01071,0.0159,0.0209,0.02563,0.03004,0.03407,0.03765,0.04073,0.04327,0.04525,0.04663,0.04742,0.04763,0.04728,0.04641,0.04506,0.04328,0.04114,0.03869,0.03599,0.03308,0.03002,0.02684,0.02358,0.02026,0.01691,0.01354,0.01016,0.00677,0.00339,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
